"scenario_id","user_id","roleplay_profile","input","motion_preference","scenario","state_path","user_need","current_risk","baseline_gate","iteration_1_gate","target_behavior","reduced_motion_behavior","interrupt_probe","acceptance_gate","target_gate"
"S052","U052","Constrained-Mac user; receipt comparer; fetch and rendering take about 800 ms","trackpad","standard","Receipt rail A to receipt rail B — fetch and rendering take about 800 ms","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","stable placeholders and no flicker or frozen-looking blank area; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: stable placeholders and no flicker or frozen-looking blank area.","PASS"
"S053","U053","Offline investigator; receipt comparer; refresh and receipt fetch can fail","mouse","standard","Receipt rail A to receipt rail B — refresh and receipt fetch can fail","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","nearby actionable error feedback that preserves context; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: nearby actionable error feedback that preserves context.","PASS"
"S054","U054","Dense-store analyst; receipt comparer; 200 loaded receipts and long evidence payloads","mouse","standard","Receipt rail A to receipt rail B — 200 loaded receipts and long evidence payloads","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","bounded work and no large animated reflow; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: bounded work and no large animated reflow.","PASS"
"S055","U055","Empty-store newcomer; receipt comparer; no receipts or usage history yet","mouse","standard","Receipt rail A to receipt rail B — no receipts or usage history yet","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","empty-state continuity without fake skeleton loops; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: empty-state continuity without fake skeleton loops.","PASS"
"S056","U056","Dark-mode night user; receipt comparer; dark appearance and low ambient light","trackpad","standard","Receipt rail A to receipt rail B — dark appearance and low ambient light","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","no brightness flash or double-exposed crossfade; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: no brightness flash or double-exposed crossfade.","PASS"
"S057","U057","Minimum-window user; receipt comparer; 960 by 560 window","mouse","standard","Receipt rail A to receipt rail B — 960 by 560 window","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","transitions that do not clip or shift the page header; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: transitions that do not clip or shift the page header.","PASS"
"S058","U058","Ultrawide-window user; receipt comparer; wide 5K display","mouse","standard","Receipt rail A to receipt rail B — wide 5K display","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","motion localized to the affected region rather than the whole canvas; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: motion localized to the affected region rather than the whole canvas.","PASS"
"S059","U059","Careful non-native-English reader; receipt comparer; reads labels and status slowly","mouse","standard","Receipt rail A to receipt rail B — reads labels and status slowly","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","specific persistent wording and no timed dismissal; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: specific persistent wording and no timed dismissal.","PASS"
"S060","U060","Anxious failed-check reviewer; receipt comparer; investigates blocked work and failed evidence","mouse","standard","Receipt rail A to receipt rail B — investigates blocked work and failed evidence","work.detail.ready(A) -> selectRail(B) -> work.detail.loading(B) -> work.detail.ready(B)","calm, predictable transitions with errors never softened or hidden; receipt comparer","The rail remains but selection and detail swap instantly to a centered spinner, producing a blank flash and weak source-to-destination continuity.","FAIL","PASS","Keep the rail and record frame stable; move its selected marker with the zero-bounce selection token; show a summary-derived placeholder immediately and crossfade loaded/error detail in 160 ms ease-out.","Keep the rail selection static and crossfade placeholder to result in 120 ms; no geometry motion.","Select A, B, then C quickly; only C may publish and no stale receipt may flash.","Visible title, selected rail row, fetch key, and final receipt ID always agree; previous receipt content is never mislabeled as the new selection. Persona-specific gate: calm, predictable transitions with errors never softened or hidden.","PASS"
"S061","U061","First-day evaluator; hierarchy returner; unfamiliar labels and no learned spatial map","mouse","standard","Receipt detail back to Work table — unfamiliar labels and no learned spatial map","work.detail.ready -> back(All receipts) -> work.list.ready","clear cause-and-effect without surprise; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: clear cause-and-effect without surprise.","PASS"
"S062","U062","Everyday developer; hierarchy returner; repeats the workflow many times per day","trackpad","standard","Receipt detail back to Work table — repeats the workflow many times per day","work.detail.ready -> back(All receipts) -> work.list.ready","speed with no decorative delay; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: speed with no decorative delay.","PASS"
"S063","U063","Keyboard-first expert; hierarchy returner; tabs and activates without hovering","keyboard","standard","Receipt detail back to Work table — tabs and activates without hovering","work.detail.ready -> back(All receipts) -> work.list.ready","focus and selection feedback independent of pointer hover; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: focus and selection feedback independent of pointer hover.","PASS"
"S064","U064","Trackpad power user; hierarchy returner; moves quickly between dense targets","trackpad","standard","Receipt detail back to Work table — moves quickly between dense targets","work.detail.ready -> back(All receipts) -> work.list.ready","immediate, interruptible response; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: immediate, interruptible response.","PASS"
"S065","U065","Precision-mouse user; hierarchy returner; expects desktop-native restraint","mouse","standard","Receipt detail back to Work table — expects desktop-native restraint","work.detail.ready -> back(All receipts) -> work.list.ready","subtle highlight feedback rather than touch-like theatrics; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: subtle highlight feedback rather than touch-like theatrics.","PASS"
"S066","U066","Motion-sensitive user; hierarchy returner; macOS Reduce Motion enabled","mouse","reduce","Receipt detail back to Work table — macOS Reduce Motion enabled","work.detail.ready -> back(All receipts) -> work.list.ready","no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades.","PASS"
"S067","U067","VoiceOver reviewer; hierarchy returner; navigates by accessible names and focus order","keyboard+VoiceOver","standard","Receipt detail back to Work table — navigates by accessible names and focus order","work.detail.ready -> back(All receipts) -> work.list.ready","announced state and stable focus, not motion-only meaning; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: announced state and stable focus, not motion-only meaning.","PASS"
"S068","U068","High-contrast user; hierarchy returner; Increase Contrast and Differentiate Without Color","mouse","standard","Receipt detail back to Work table — Increase Contrast and Differentiate Without Color","work.detail.ready -> back(All receipts) -> work.list.ready","shape, text, or focus state in addition to color; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: shape, text, or focus state in addition to color.","PASS"
"S069","U069","Low-vision reviewer; hierarchy returner; large text and display zoom","mouse","standard","Receipt detail back to Work table — large text and display zoom","work.detail.ready -> back(All receipts) -> work.list.ready","stable geometry and no clipped transition endpoints; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: stable geometry and no clipped transition endpoints.","PASS"
"S070","U070","Limited-dexterity user; hierarchy returner; slow pointer and occasional repeated activation","mouse","standard","Receipt detail back to Work table — slow pointer and occasional repeated activation","work.detail.ready -> back(All receipts) -> work.list.ready","comfortable hit targets and forgiving repeat input; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: comfortable hit targets and forgiving repeat input.","PASS"
"S071","U071","Rapid-switching expert; hierarchy returner; issues a second action before the first animation settles","keyboard+mouse","standard","Receipt detail back to Work table — issues a second action before the first animation settles","work.detail.ready -> back(All receipts) -> work.list.ready","retargeting with no queued or stale destination; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: retargeting with no queued or stale destination.","PASS"
"S072","U072","Constrained-Mac user; hierarchy returner; fetch and rendering take about 800 ms","trackpad","standard","Receipt detail back to Work table — fetch and rendering take about 800 ms","work.detail.ready -> back(All receipts) -> work.list.ready","stable placeholders and no flicker or frozen-looking blank area; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: stable placeholders and no flicker or frozen-looking blank area.","PASS"
"S073","U073","Offline investigator; hierarchy returner; refresh and receipt fetch can fail","mouse","standard","Receipt detail back to Work table — refresh and receipt fetch can fail","work.detail.ready -> back(All receipts) -> work.list.ready","nearby actionable error feedback that preserves context; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: nearby actionable error feedback that preserves context.","PASS"
"S074","U074","Dense-store analyst; hierarchy returner; 200 loaded receipts and long evidence payloads","mouse","standard","Receipt detail back to Work table — 200 loaded receipts and long evidence payloads","work.detail.ready -> back(All receipts) -> work.list.ready","bounded work and no large animated reflow; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: bounded work and no large animated reflow.","PASS"
"S075","U075","Empty-store newcomer; hierarchy returner; no receipts or usage history yet","mouse","standard","Receipt detail back to Work table — no receipts or usage history yet","work.detail.ready -> back(All receipts) -> work.list.ready","empty-state continuity without fake skeleton loops; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: empty-state continuity without fake skeleton loops.","PASS"
"S076","U076","Dark-mode night user; hierarchy returner; dark appearance and low ambient light","trackpad","standard","Receipt detail back to Work table — dark appearance and low ambient light","work.detail.ready -> back(All receipts) -> work.list.ready","no brightness flash or double-exposed crossfade; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: no brightness flash or double-exposed crossfade.","PASS"
"S077","U077","Minimum-window user; hierarchy returner; 960 by 560 window","mouse","standard","Receipt detail back to Work table — 960 by 560 window","work.detail.ready -> back(All receipts) -> work.list.ready","transitions that do not clip or shift the page header; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: transitions that do not clip or shift the page header.","PASS"
"S078","U078","Ultrawide-window user; hierarchy returner; wide 5K display","mouse","standard","Receipt detail back to Work table — wide 5K display","work.detail.ready -> back(All receipts) -> work.list.ready","motion localized to the affected region rather than the whole canvas; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: motion localized to the affected region rather than the whole canvas.","PASS"
"S079","U079","Careful non-native-English reader; hierarchy returner; reads labels and status slowly","mouse","standard","Receipt detail back to Work table — reads labels and status slowly","work.detail.ready -> back(All receipts) -> work.list.ready","specific persistent wording and no timed dismissal; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: specific persistent wording and no timed dismissal.","PASS"
"S080","U080","Anxious failed-check reviewer; hierarchy returner; investigates blocked work and failed evidence","mouse","standard","Receipt detail back to Work table — investigates blocked work and failed evidence","work.detail.ready -> back(All receipts) -> work.list.ready","calm, predictable transitions with errors never softened or hidden; hierarchy returner","The reverse hierarchy change is a direct branch replacement and does not mirror entry, weakening spatial memory.","FAIL","PASS","Use the exact reverse of the 200 ms list-to-detail transition; restore focus and scroll context to the originating task row when still present.","Use a 120 ms opacity dissolve only and restore focus without motion.","Press Back twice or choose Dashboard during exit; navigation resolves to the latest valid destination.","The table returns once, focus is not lost to the window root, filters and sort remain intact, and no stale detail remains interactive. Persona-specific gate: calm, predictable transitions with errors never softened or hidden.","PASS"
"S081","U081","First-day evaluator; dashboard deep-linker; unfamiliar labels and no learned spatial map","mouse","standard","Dashboard task card to Work receipt — unfamiliar labels and no learned spatial map","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","clear cause-and-effect without surprise; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: clear cause-and-effect without surprise.","PASS"
"S082","U082","Everyday developer; dashboard deep-linker; repeats the workflow many times per day","trackpad","standard","Dashboard task card to Work receipt — repeats the workflow many times per day","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","speed with no decorative delay; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: speed with no decorative delay.","PASS"
"S083","U083","Keyboard-first expert; dashboard deep-linker; tabs and activates without hovering","keyboard","standard","Dashboard task card to Work receipt — tabs and activates without hovering","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","focus and selection feedback independent of pointer hover; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: focus and selection feedback independent of pointer hover.","PASS"
"S084","U084","Trackpad power user; dashboard deep-linker; moves quickly between dense targets","trackpad","standard","Dashboard task card to Work receipt — moves quickly between dense targets","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","immediate, interruptible response; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: immediate, interruptible response.","PASS"
"S085","U085","Precision-mouse user; dashboard deep-linker; expects desktop-native restraint","mouse","standard","Dashboard task card to Work receipt — expects desktop-native restraint","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","subtle highlight feedback rather than touch-like theatrics; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: subtle highlight feedback rather than touch-like theatrics.","PASS"
"S086","U086","Motion-sensitive user; dashboard deep-linker; macOS Reduce Motion enabled","mouse","reduce","Dashboard task card to Work receipt — macOS Reduce Motion enabled","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades.","PASS"
"S087","U087","VoiceOver reviewer; dashboard deep-linker; navigates by accessible names and focus order","keyboard+VoiceOver","standard","Dashboard task card to Work receipt — navigates by accessible names and focus order","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","announced state and stable focus, not motion-only meaning; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: announced state and stable focus, not motion-only meaning.","PASS"
"S088","U088","High-contrast user; dashboard deep-linker; Increase Contrast and Differentiate Without Color","mouse","standard","Dashboard task card to Work receipt — Increase Contrast and Differentiate Without Color","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","shape, text, or focus state in addition to color; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: shape, text, or focus state in addition to color.","PASS"
"S089","U089","Low-vision reviewer; dashboard deep-linker; large text and display zoom","mouse","standard","Dashboard task card to Work receipt — large text and display zoom","root.dashboard.ready -> openTask -> root.work.detail.loading -> work.detail.ready","stable geometry and no clipped transition endpoints; dashboard deep-linker","A top-level pane crossfade and an uncoordinated inner loading replacement can create a list flash, blank frame, or mismatched destination.","FAIL","PASS","Treat the deep link as one atomic destination; enter Work directly in the split-detail shell, preserve the tab crossfade, show the task placeholder, then crossfade the fetched result.","Use opacity-only pane and detail dissolves; avoid layered motion.","Open a second dashboard task before the first fetch completes; only the latest task can display.","No Work table flash; selected tab, selected rail row, placeholder, and receipt converge on one task ID. Persona-specific gate: stable geometry and no clipped transition endpoints.","PASS"
